Figure_path,Question,Pred,Label
xmlab427/source.jpg,"Think step by step, answer the Question: Is there an esophagus in this image?The Answer is:","No, there is no esophagus in this image. ",No
xmlab427/source.jpg,"Think step by step, answer the Question: Does the trachea exist in this picture?The Answer is:","No, it does not exist. ",No
xmlab427/source.jpg,"Think step by step, answer the Question: Are there organs in the picture that can deliver food?The Answer is:",No ,Yes
xmlab427/source.jpg,"Think step by step, answer the Question: Does the picture contain the organ which has the effect of gas delivery?The Answer is:",No ,Yes
xmlab428/source.jpg,"Think step by step, answer the Question: Is this a CT?The Answer is:","No, it is not a CT. ",Yes
xmlab428/source.jpg,"Think step by step, answer the Question: Does the ears exist in this picture?The Answer is:","No, it does not exist in this picture. ",No
xmlab428/source.jpg,"Think step by step, answer the Question: Is there small bowel in this image?The Answer is:","No, there is no small bowel in this image. ",No
xmlab428/source.jpg,"Think step by step, answer the Question: Do any of the organs in the picture belong to the nervous system?The Answer is:","No, 1000 μm, 1000 μm 	= 1000 μm, 1000 μm 	= 1000 μm",Yes
xmlab428/source.jpg,"Think step by step, answer the Question: Does the picture contain the organ that could be used for detoxicating?The Answer is:",No ,No
xmlab429/source.jpg,"Think step by step, answer the Question: Is this an MRI scan?The Answer is:","No, it is not an MRI scan. ",No
xmlab429/source.jpg,"Think step by step, answer the Question: Is this a transverse section?The Answer is:","No, it is not a transverse section. ",Yes
xmlab429/source.jpg,"Think step by step, answer the Question: Does the picture contain spinal cord?The Answer is:","No, it does not contain spinal cord. ",Yes
xmlab429/source.jpg,"Think step by step, answer the Question: Are/Is there kidneys in the picture?The Answer is:","No, there are no kidneys in the picture. ",No
xmlab429/source.jpg,"Think step by step, answer the Question: Does the picture contain the organ which has the effect of discharging waste?The Answer is:","No, it does not contain the organ which has the effect of discharging waste. ",No
xmlab429/source.jpg,"Think step by step, answer the Question: Do any of the organs in the picture belong to the nervous system?The Answer is:","No, 10.00% ",Yes
xmlab436/source.jpg,"Think step by step, answer the Question: Is this a CT scan?The Answer is:","No, it is a MRI scan. ",No
xmlab436/source.jpg,"Think step by step, answer the Question: Which kind of weighting is this image generated with, t1 or t2?The Answer is:",t1 ,T2
xmlab436/source.jpg,"Think step by step, answer the Question: Do the organs in the image exist in the head?The Answer is:","Yes, ",Yes
xmlab436/source.jpg,"Think step by step, answer the Question: Which hemisphere is abnormal,left or right?The Answer is:","Left 
",Right
xmlab442/source.jpg,"Think step by step, answer the Question: Is this an MRI image with T1 weighted?The Answer is:","No, it is not an MRI image. ",No
xmlab442/source.jpg,"Think step by step, answer the Question: Is this a coronal section?The Answer is:","No, it is not a coronal section. ",No
xmlab442/source.jpg,"Think step by step, answer the Question: Is the brain healthy?The Answer is:","No, the brain is not healthy. ",No
xmlab447/source.jpg,"Think step by step, answer the Question: Which kind of weighting is this image generated with, t1 or t2?The Answer is:",t1 ,T2
xmlab447/source.jpg,"Think step by step, answer the Question: Is this sagittal plane?The Answer is:","No, it is not sagittal plane. ",No
xmlab447/source.jpg,"Think step by step, answer the Question: Which hemisphere is abnormal,left or right?The Answer is:",Left ,Left
xmlab447/source.jpg,"Think step by step, answer the Question: Is the tumor enhancing?The Answer is:",No ,Yes
xmlab468/source.jpg,"Think step by step, answer the Question: Is this an MRI image with T1 weighted?The Answer is:","No, it is not an MRI image. ",No
xmlab468/source.jpg,"Think step by step, answer the Question: Do the organs in the image exist in the chest?The Answer is:","Yes, 100% ",No
xmlab468/source.jpg,"Think step by step, answer the Question: Is this a study of the head?The Answer is:","Yes 
",Yes
xmlab468/source.jpg,"Think step by step, answer the Question: Is the brain abnormal?The Answer is:","Yes 
",Yes
