img_id,img_name,question,answer
1421,xmlab266/source.jpg,What are the white veins in the black part of the body in this image?,Pulmonary bronchus
1422,xmlab267/source.jpg,What modality is used to take this image?,CT
1423,xmlab267/source.jpg,Which part of the body does this image belong to?,Abdomen
1424,xmlab267/source.jpg,Does this image look normal?,Yes
1425,xmlab267/source.jpg,How many organs are there in this image?,4
1426,xmlab267/source.jpg,What is the largest organ in the picture?,Lung
1427,xmlab267/source.jpg,Does the picture contain liver?,Yes
1428,xmlab267/source.jpg,Does the picture contain kidney?,No
1429,xmlab267/source.jpg,Does the picture contain spleen?,No
1430,xmlab267/source.jpg,Does the picture contain lung?,Yes
1431,xmlab267/source.jpg,Does the picture contain heart?,Yes
1432,xmlab267/source.jpg,Does the picture contain spine cord?,Yes
1433,xmlab267/source.jpg,How many kidneys in this image?,0
1434,xmlab267/source.jpg,"Which is bigger in this image, liver or heart ?",Heart
1435,xmlab267/source.jpg,What is the rightmost organ in this image?,Left Lung
1436,xmlab267/source.jpg,What organ is the black part on the left of the image?,Right Lung
1437,xmlab267/source.jpg,What is the organ on the top of the body in this image?,Heart and Liver
1438,xmlab267/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1439,xmlab268/source.jpg,What modality is used to take this image?,CT
1440,xmlab268/source.jpg,Which part of the body does this image belong to?,Abdomen
1441,xmlab268/source.jpg,Does this image look normal?,No
1442,xmlab268/source.jpg,How many organs are there in this image?,5
1443,xmlab268/source.jpg,What is the largest organ in the picture?,Lung
1444,xmlab268/source.jpg,Does the picture contain liver?,Yes
1445,xmlab268/source.jpg,Does the picture contain kidney?,No
1446,xmlab268/source.jpg,Does the picture contain spleen?,No
1447,xmlab268/source.jpg,Does the picture contain lung?,Yes
1448,xmlab268/source.jpg,Does the picture contain heart?,Yes
1449,xmlab268/source.jpg,Does the picture contain esophagus?,Yes
1450,xmlab268/source.jpg,What diseases are included in the picture?,Liver Cancer
1451,xmlab268/source.jpg,Where is the liver?,Upper Left
1452,xmlab268/source.jpg,Where is/are the abnormality located?,Liver
1453,xmlab268/source.jpg,How many kidneys in this image?,0
1454,xmlab268/source.jpg,"Which is bigger in this image, liver or heart?",Liver
1455,xmlab268/source.jpg,What is the rightmost organ in this image?,Left Lung
1456,xmlab268/source.jpg,What organ is the black part on the left of the image?,Right Lung
1457,xmlab268/source.jpg,What is the organ on the top of the body in this image?,Heart and Liver
1458,xmlab268/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1459,xmlab27/source.jpg,What modality is used to take this image?,MRI
1460,xmlab27/source.jpg,Which part of the body does this image belong to?,Abdomen
1461,xmlab27/source.jpg,What is the mr weighting in this image?,T1
1462,xmlab27/source.jpg,Does the picture contain liver?,Yes
1463,xmlab27/source.jpg,Does the picture contain kidney?,No
1464,xmlab27/source.jpg,Does the picture contain spleen?,No
1465,xmlab27/source.jpg,Where is the liver?,Upper Left
1466,xmlab27/source.jpg,How many kidneys in this image?,0
1467,xmlab27/source.jpg,Is the liver healthy?,Yes
1468,xmlab271/source.jpg,What modality is used to take this image?,CT
1469,xmlab271/source.jpg,Which part of the body does this image belong to?,Abdomen
1470,xmlab271/source.jpg,Does this image look normal?,No
1471,xmlab271/source.jpg,What is the largest organ in the picture?,Liver
1472,xmlab271/source.jpg,Does the picture contain liver?,Yes
1473,xmlab271/source.jpg,Does the picture contain kidney?,Yes
1474,xmlab271/source.jpg,Does the picture contain spleen?,Yes
1475,xmlab271/source.jpg,Does the picture contain lung?,No
1476,xmlab271/source.jpg,Does the picture contain heart?,No
1477,xmlab271/source.jpg,What diseases are included in the picture?,Liver Cancer
1478,xmlab271/source.jpg,Where is the liver?,Left
1479,xmlab271/source.jpg,Where is/are the abnormality located?,Liver
1480,xmlab271/source.jpg,How many kidneys in this image?,2
1481,xmlab271/source.jpg,"Which is the biggest in this image, liver, spleen or kidney?",Liver
1482,xmlab271/source.jpg,What organ is the gray part on the left of the image?,Liver
1483,xmlab271/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1484,xmlab271/source.jpg,What is the shape of the kidney in the picture?,Irregular
1485,xmlab271/source.jpg,Which is the kidney?,Symmetrical to the bone marrow
1486,xmlab272/source.jpg,What modality is used to take this image?,CT
1487,xmlab272/source.jpg,Which part of the body does this image belong to?,Chest
1488,xmlab272/source.jpg,Does this image look normal?,Yes
1489,xmlab272/source.jpg,How many organs are there in this image?,3
1490,xmlab272/source.jpg,What is the largest organ in the picture?,Lung
1491,xmlab272/source.jpg,Does the picture contain liver?,No
1492,xmlab272/source.jpg,Does the picture contain kidney?,No
1493,xmlab272/source.jpg,Does the picture contain spleen?,No
1494,xmlab272/source.jpg,Does the picture contain lung?,Yes
1495,xmlab272/source.jpg,Does the picture contain heart?,Yes
1496,xmlab272/source.jpg,"Which is bigger in this image, heart or lung?",Lung
1497,xmlab272/source.jpg,What is the rightmost organ in this image?,Left Lung
1498,xmlab272/source.jpg,What organ is the black part on the left of the image?,Right Lung
1499,xmlab272/source.jpg,What is the organ on the top of the body in this image?,Heart
1500,xmlab272/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1501,xmlab273/source.jpg,What modality is used to take this image?,CT
1502,xmlab273/source.jpg,Which part of the body does this image belong to?,Abdomen
1503,xmlab273/source.jpg,What is the largest organ in the picture?,Liver
1504,xmlab273/source.jpg,Does the picture contain liver?,Yes
1505,xmlab273/source.jpg,Does the picture contain kidney?,No
1506,xmlab273/source.jpg,Does the picture contain spleen?,No
1507,xmlab273/source.jpg,Does the picture contain lung?,Yes
1508,xmlab273/source.jpg,What organ is the black part on the left of the image?,Right Lung
1509,xmlab273/source.jpg,What is the organ on the top of the body in this image?,Stomach
1510,xmlab273/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1511,xmlab275/source.jpg,What modality is used to take this image?,CT
1512,xmlab275/source.jpg,Which part of the body does this image belong to?,Abdomen
1513,xmlab275/source.jpg,Does this image look normal?,No
1514,xmlab275/source.jpg,What is the largest organ in the picture?,Liver
1515,xmlab275/source.jpg,Does the picture contain liver?,Yes
1516,xmlab275/source.jpg,Does the picture contain kidney?,Yes
1517,xmlab275/source.jpg,Does the picture contain spleen?,Yes
1518,xmlab275/source.jpg,Does the picture contain lung?,No
1519,xmlab275/source.jpg,Does the picture contain heart?,No
1520,xmlab275/source.jpg,What diseases are included in the picture?,Liver Cancer
1521,xmlab275/source.jpg,Where is the liver?,Left
1522,xmlab275/source.jpg,Where is/are the abnormality located?,Liver
1523,xmlab275/source.jpg,How many kidneys in this image?,2
1524,xmlab275/source.jpg,What is the lower right organ in this image?,Spleen
1525,xmlab275/source.jpg,What organ is the gray part on the left of the image?,Liver
1526,xmlab275/source.jpg,What is the organ on the top of the body in this image?,Small Bowel
1527,xmlab275/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1528,xmlab275/source.jpg,What is the shape of the kidney in the picture?,Irregular
1529,xmlab275/source.jpg,Which is the kidney?,Symmetrical to the bone marrow
1530,xmlab276/source.jpg,What modality is used to take this image?,CT
1531,xmlab276/source.jpg,Which part of the body does this image belong to?,Abdomen
1532,xmlab276/source.jpg,What is the largest organ in the picture?,Small Bowel
1533,xmlab276/source.jpg,Does the picture contain liver?,Yes
1534,xmlab276/source.jpg,Does the picture contain kidney?,Yes
1535,xmlab276/source.jpg,Does the picture contain spleen?,No
1536,xmlab276/source.jpg,Does the picture contain lung?,No
1537,xmlab276/source.jpg,Does the picture contain heart?,No
1538,xmlab276/source.jpg,How many kidneys in this image?,2
1539,xmlab276/source.jpg,"Which is bigger in this image, liver or kidney ?",Kidney
1540,xmlab276/source.jpg,What is the leftmost organ in this image?,Liver
1541,xmlab276/source.jpg,What is the organ on the lower right of the body in this image?,Left Kidney
1542,xmlab276/source.jpg,What is the organ on the top of the body in this image?,Small Bowel
1543,xmlab276/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1544,xmlab277/source.jpg,What modality is used to take this image?,CT
1545,xmlab277/source.jpg,Which part of the body does this image belong to?,Abdomen
1546,xmlab277/source.jpg,What is the largest organ in the picture?,Liver
1547,xmlab277/source.jpg,Does the picture contain liver?,Yes
1548,xmlab277/source.jpg,Does the picture contain kidney?,Yes
1549,xmlab277/source.jpg,Does the picture contain spleen?,Yes
1550,xmlab277/source.jpg,Does the picture contain lung?,No
1551,xmlab277/source.jpg,Does the picture contain heart?,No
1552,xmlab277/source.jpg,How many kidneys in this image?,1
1553,xmlab277/source.jpg,"Which is bigger in this image, liver or spleen?",Liver
1554,xmlab277/source.jpg,What is the lower right organ in this image?,Spleen
1555,xmlab277/source.jpg,What organ is the gray part on the left of the image?,Liver
1556,xmlab277/source.jpg,What is the organ on the top of the body in this image?,Stomach
1557,xmlab277/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1558,xmlab277/source.jpg,What organ is the black hole on the top of body?,Stomach
1559,xmlab277/source.jpg,What is the shape of the kidney in the picture?,Oval
1560,xmlab277/source.jpg,Which is the kidney?,Upper left of spleen
1561,xmlab278/source.jpg,What modality is used to take this image?,CT
1562,xmlab278/source.jpg,Which part of the body does this image belong to?,Abdomen
1563,xmlab278/source.jpg,What is the largest organ in the picture?,Liver
1564,xmlab278/source.jpg,Does the picture contain liver?,Yes
1565,xmlab278/source.jpg,Does the picture contain kidney?,Yes
1566,xmlab278/source.jpg,Does the picture contain spleen?,Yes
1567,xmlab278/source.jpg,Where is the liver?,Left
1568,xmlab278/source.jpg,How many kidneys in this image?,2
1569,xmlab278/source.jpg,"Which is bigger in this image, kidney or spleen?",Spleen
1570,xmlab278/source.jpg,What is the organ located in the lower right corner?,Spleen
1571,xmlab278/source.jpg,What is the organ on the left side of this image?,Liver
1572,xmlab278/source.jpg,Does the picture contain lung?,No
1573,xmlab278/source.jpg,Does the picture contain heart?,No
1574,xmlab278/source.jpg,"Which is bigger in this image, liver or spleen?",Liver
1575,xmlab278/source.jpg,What organ is the gray part on the left of the image?,Liver
1576,xmlab278/source.jpg,What is the organ on the top of the body in this image?,Stomach
1577,xmlab278/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1578,xmlab278/source.jpg,What organ is the black hole on the top of body?,Stomach
1579,xmlab279/source.jpg,What modality is used to take this image?,CT
1580,xmlab279/source.jpg,Which part of the body does this image belong to?,Abdomen
1581,xmlab279/source.jpg,What is the largest organ in the picture?,Large Bowel
1582,xmlab279/source.jpg,Does the picture contain liver?,Yes
1583,xmlab279/source.jpg,Does the picture contain kidney?,Yes
1584,xmlab279/source.jpg,Does the picture contain spleen?,No
1585,xmlab279/source.jpg,Does the picture contain lung?,No
1586,xmlab279/source.jpg,Does the picture contain heart?,No
1587,xmlab279/source.jpg,How many kidneys in this image?,2
1588,xmlab279/source.jpg,Is the liver healthy?,Yes
1589,xmlab279/source.jpg,"Which is bigger in this image, liver or kidney?",Kidney
1590,xmlab279/source.jpg,What is the rightmost organ in this image?,Large Bowel
1591,xmlab279/source.jpg,What is the organ on the top of the body in this image?,Large Bowel
1592,xmlab279/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1593,xmlab28/source.jpg,What modality is used to take this image?,MRI
1594,xmlab28/source.jpg,Which part of the body does this image belong to?,Abdomen
1595,xmlab28/source.jpg,What is the mr weighting in this image?,T1
1596,xmlab28/source.jpg,Does the picture contain liver?,Yes
1597,xmlab28/source.jpg,Does the picture contain kidney?,Yes
1598,xmlab28/source.jpg,Does the picture contain spleen?,No
1599,xmlab28/source.jpg,Where is the liver?,Upper left
1600,xmlab28/source.jpg,Is the liver healthy?,Yes
1601,xmlab28/source.jpg,Does the kidneys look abnormal?,Yes
1602,xmlab280/source.jpg,What modality is used to take this image?,CT
1603,xmlab280/source.jpg,Which part of the body does this image belong to?,Abdomen
1604,xmlab280/source.jpg,What is the largest organ in the picture?,Liver
1605,xmlab280/source.jpg,Does the picture contain liver?,Yes
1606,xmlab280/source.jpg,Does the picture contain kidney?,No
1607,xmlab280/source.jpg,Does the picture contain spleen?,Yes
1608,xmlab280/source.jpg,Does the picture contain lung?,Yes
1609,xmlab280/source.jpg,Does the picture contain heart?,No
1610,xmlab280/source.jpg,Does the picture contain stomach?,Yes
1611,xmlab280/source.jpg,How many kidneys in this image?,0
1612,xmlab280/source.jpg,"Which is bigger in this image, liver or spleen?",Liver
1613,xmlab280/source.jpg,What organ is the gray part on the left of the image?,Liver
1614,xmlab280/source.jpg,What organ is the black part on the left of the image?,Right Lung
1615,xmlab280/source.jpg,What is the organ on the top of the body in this image?,Liver
1616,xmlab280/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1617,xmlab280/source.jpg,What organ is the black hole in the upper right corner?,Stomach
1618,xmlab280/source.jpg,Which is the liver?,Left and Top
1619,xmlab281/source.jpg,What modality is used to take this image?,CT
1620,xmlab281/source.jpg,Which part of the body does this image belong to?,Chest
1621,xmlab281/source.jpg,What is the largest organ in the picture?,Lung
1622,xmlab281/source.jpg,Does the picture contain liver?,
1623,xmlab281/source.jpg,Does the picture contain lung?,Yes
1624,xmlab281/source.jpg,Does the picture contain heart?,No
1625,xmlab281/source.jpg,Does the picture contain esophagus?,Yes
1626,xmlab281/source.jpg,What organ is the black part of the image?,Lung
1627,xmlab281/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1628,xmlab281/source.jpg,What organ is the black hole on the top of body?,Esophagus
1629,xmlab282/source.jpg,What modality is used to take this image?,CT
1630,xmlab282/source.jpg,Which part of the body does this image belong to?,Chest
1631,xmlab282/source.jpg,What is the largest organ in the picture?,Lung
1632,xmlab282/source.jpg,Does the picture contain lung?,Yes
1633,xmlab282/source.jpg,Does the picture contain heart?,Yes
1634,xmlab282/source.jpg,"Which is bigger in this image, heart or lung?",Lung
1635,xmlab282/source.jpg,What organ is the white part on the top of the image?,Heart
1636,xmlab282/source.jpg,What is the white outline of the image?,Body
1637,xmlab282/source.jpg,What is the organ on the top of the body in this image?,Heart
1638,xmlab282/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1639,xmlab282/source.jpg,What are the white veins in the black part of the body?,Pulmonary bronchus
1640,xmlab283/source.jpg,What modality is used to take this image?,CT
1641,xmlab283/source.jpg,Which part of the body does this image belong to?,Abdomen
1642,xmlab283/source.jpg,How many organs are there in this image?,4
1643,xmlab283/source.jpg,Does the picture contain liver?,Yes
1644,xmlab283/source.jpg,Does the picture contain kidney?,No
1645,xmlab283/source.jpg,Does the picture contain spleen?,No
1646,xmlab283/source.jpg,Does the picture contain lung?,Yes
1647,xmlab283/source.jpg,Does the picture contain heart?,Yes
1648,xmlab283/source.jpg,Does this patient have liver cancer?,No
1649,xmlab283/source.jpg,"Which is bigger in this image, liver or heart?",Almost the same
1650,xmlab283/source.jpg,What is the rightmost organ in this image?,Left Lung
1651,xmlab283/source.jpg,What organ is the gray part on the left of the image?,Liver
1652,xmlab283/source.jpg,What organ is the black part on the left of the image?,Right Lung
1653,xmlab283/source.jpg,What is the organ on the top of the body in this image?,Heart
1654,xmlab283/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1655,xmlab284/source.jpg,What modality is used to take this image?,CT
1656,xmlab284/source.jpg,Which part of the body does this image belong to?,Abdomen
1657,xmlab284/source.jpg,Does this image look normal?,No
1658,xmlab284/source.jpg,What is the largest organ in the picture?,Liver
1659,xmlab284/source.jpg,Does the picture contain liver?,Yes
1660,xmlab284/source.jpg,Does the picture contain kidney?,No
1661,xmlab284/source.jpg,Does the picture contain spleen?,Yes
1662,xmlab284/source.jpg,Does the picture contain lung?,Yes
1663,xmlab284/source.jpg,Does the picture contain heart?,No
1664,xmlab284/source.jpg,What diseases are included in the picture?,Liver Cancer
1665,xmlab284/source.jpg,Where is/are the abnormality located?,Liver
1666,xmlab284/source.jpg,How many kidneys in this image?,0
1667,xmlab284/source.jpg,Does the patient have liver cancer?,Yes
1668,xmlab284/source.jpg,"Which is bigger in this image, liver, spleen or lung?",Liver
1669,xmlab284/source.jpg,What is the rightmost organ in this image?,Spleen
1670,xmlab284/source.jpg,What organ is the gray part on the left of the image?,Liver
1671,xmlab284/source.jpg,What organ is the black part on the left of the image?,Right Lung
1672,xmlab284/source.jpg,What is the organ on the top of the body in this image?,Liver
1673,xmlab284/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1674,xmlab286/source.jpg,What modality is used to take this image?,CT
1675,xmlab286/source.jpg,Which part of the body does this image belong to?,Abdomen
1676,xmlab286/source.jpg,Is this image abnormal?,Yes
1677,xmlab286/source.jpg,What is the largest organ in the picture?,Liver
1678,xmlab286/source.jpg,Does the picture contain liver?,Yes
1679,xmlab286/source.jpg,Does the picture contain kidney?,Yes
1680,xmlab286/source.jpg,Does the picture contain spleen?,No
1681,xmlab286/source.jpg,Does the picture contain lung?,No
1682,xmlab286/source.jpg,Does the picture contain heart?,No
1683,xmlab286/source.jpg,What diseases are included in the picture?,"Liver Cancer, Kidney Cancer"
1684,xmlab286/source.jpg,Where is/are the abnormality located?,"Liver, Kidney"
1685,xmlab286/source.jpg,How many kidneys in this image?,1
1686,xmlab286/source.jpg,Is the kidney healthy?,No
1687,xmlab286/source.jpg,Does the kidneys look abnormal?,Yes
1688,xmlab286/source.jpg,What is the rightmost organ in this image?,Left Kidney
1689,xmlab286/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1690,xmlab286/source.jpg,Which is the liver?,Left
1691,xmlab286/source.jpg,Does the patient have liver cancer?,Yes
1692,xmlab287/source.jpg,What modality is used to take this image?,CT
1693,xmlab287/source.jpg,Which part of the body does this image belong to?,Chest
1694,xmlab287/source.jpg,How many organs are there in this image?,2
1695,xmlab287/source.jpg,What is the largest organ in the picture?,Liver
1696,xmlab287/source.jpg,Does the picture contain lung?,Yes
1697,xmlab287/source.jpg,Does the picture contain heart?,No
1698,xmlab287/source.jpg,Does the picture contain esophagus?,Yes
1699,xmlab287/source.jpg,What organ is the black part of the image?,Lung
1700,xmlab287/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1701,xmlab287/source.jpg,What does the black hole located at the top of the body represent?,Esophagus
1702,xmlab288/source.jpg,What modality is used to take this image?,CT
1703,xmlab288/source.jpg,Which part of the body does this image belong to?,Abdomen
1704,xmlab288/source.jpg,What is the largest organ in the picture?,Liver
1705,xmlab288/source.jpg,Does the picture contain liver?,Yes
1706,xmlab288/source.jpg,Does the picture contain kidney?,No
1707,xmlab288/source.jpg,Does the picture contain spleen?,Yes
1708,xmlab288/source.jpg,Does the picture contain lung?,Yes
1709,xmlab288/source.jpg,Where is the liver?,Upper Left
1710,xmlab288/source.jpg,What organ is the gray part on the right of the image?,Spleen
1711,xmlab288/source.jpg,What organ is the black part on the left of the image?,Right Lung
1712,xmlab288/source.jpg,What is the organ on the top of the body in this image?,"Liver, Stomach"
1713,xmlab288/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1714,xmlab288/source.jpg,Does the patient have liver cancer?,No
1715,xmlab289/source.jpg,What modality is used to take this image?,CT
1716,xmlab289/source.jpg,Which part of the body does this image belong to?,Abdomen
1717,xmlab289/source.jpg,Does this image look normal?,No
1718,xmlab289/source.jpg,What is the largest organ in the picture?,Liver
1719,xmlab289/source.jpg,Does the picture contain liver?,Yes
1720,xmlab289/source.jpg,Does the picture contain kidney?,Yes
1721,xmlab289/source.jpg,Does the picture contain spleen?,No
1722,xmlab289/source.jpg,Does the picture contain lung?,Yes
1723,xmlab289/source.jpg,Does the picture contain heart?,No
1724,xmlab289/source.jpg,What diseases are included in the picture?,Liver Cancer
1725,xmlab289/source.jpg,Where is/are the abnormality located?,Liver
1726,xmlab289/source.jpg,How many kidneys in this image?,0
1727,xmlab289/source.jpg,"Which is bigger in this image, liver or spleen?",Liver
1728,xmlab289/source.jpg,What is the rightmost organ with gray color in this image?,Spleen
1729,xmlab289/source.jpg,What organ is the gray part on the left of the image?,Liver
1730,xmlab289/source.jpg,What is the organ on the top of the body in this image?,Stomach
1731,xmlab289/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1732,xmlab289/source.jpg,What does the organ the black hole on the top of the body represent?,Stomach
1733,xmlab289/source.jpg,Does the patient have liver cancer?,Yes
1734,xmlab29/source.jpg,What modality is used to take this image?,MRI
1735,xmlab29/source.jpg,Which part of the body does this image belong to?,Abdomen
1736,xmlab29/source.jpg,What is the mr weighting in this image?,T1
1737,xmlab29/source.jpg,Does the picture contain liver?,Yes
1738,xmlab29/source.jpg,Does the picture contain kidney?,No
1739,xmlab29/source.jpg,Does the picture contain spleen?,Yes
1740,xmlab29/source.jpg,Where is the liver?,Left
1741,xmlab29/source.jpg,Is the liver healthy?,Yes
1742,xmlab29/source.jpg,Does the spleen look normal?,Yes
1743,xmlab29/source.jpg,What is the organ on the right side of this image?,Spleen
1744,xmlab290/source.jpg,What modality is used to take this image?,CT
1745,xmlab290/source.jpg,Which part of the body does this image belong to?,Abdomen
1746,xmlab290/source.jpg,Does the picture contain liver?,Yes
1747,xmlab290/source.jpg,Does the picture contain kidney?,No
1748,xmlab290/source.jpg,Does the picture contain spleen?,Yes
1749,xmlab290/source.jpg,Does the picture contain lung?,No
1750,xmlab290/source.jpg,Does the picture contain heart?,No
1751,xmlab290/source.jpg,How many kidneys in this image?,2
1752,xmlab290/source.jpg,What is the rightmost organ in this image?,Spleen
1753,xmlab290/source.jpg,What organ is the gray part on the left of the image?,Liver
1754,xmlab290/source.jpg,What is the organ on the top of the body in this image?,Large Bowel
1755,xmlab290/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1756,xmlab290/source.jpg,Does the patient have liver cancer?,No
1757,xmlab292/source.jpg,What modality is used to take this image?,CT
1758,xmlab292/source.jpg,Which part of the body does this image belong to?,Abdomen
1759,xmlab292/source.jpg,What is the largest organ in the picture?,Small Bowel
1760,xmlab292/source.jpg,Does the picture contain liver?,No
1761,xmlab292/source.jpg,Does the picture contain kidney?,Yes
1762,xmlab292/source.jpg,Does the picture contain spleen?,No
1763,xmlab292/source.jpg,How many kidneys in this image?,1
1764,xmlab292/source.jpg,What is the organ located in the lower left corner?,Right Kidney
1765,xmlab292/source.jpg,What is the organ on the left side of this image?,Large Bowel
1766,xmlab292/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1767,xmlab293/source.jpg,What modality is used to take this image?,CT
1768,xmlab293/source.jpg,Which part of the body does this image belong to?,Abdomen
1769,xmlab293/source.jpg,What is the largest organ in the picture?,Liver
1770,xmlab293/source.jpg,Does the picture contain liver?,Yes
1771,xmlab293/source.jpg,Does the picture contain kidney?,No
1772,xmlab293/source.jpg,Does the picture contain spleen?,No
1773,xmlab293/source.jpg,Does the picture contain lung?,Yes
1774,xmlab293/source.jpg,Does the picture contain heart?,Yes
1775,xmlab293/source.jpg,"Which is bigger in this image, liver, heart or lung?",Lung
1776,xmlab293/source.jpg,What is the rightmost organ in this image?,Left Lung
1777,xmlab293/source.jpg,What organ is the gray part on the left of the image?,Liver
1778,xmlab293/source.jpg,What organ is the black part on the left of the image?,Right Lung
1779,xmlab293/source.jpg,What is the organ on the top of the body in this image?,Heart
1780,xmlab293/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1781,xmlab293/source.jpg,Does the patient have liver cancer?,No
1782,xmlab294/source.jpg,What modality is used to take this image?,CT
1783,xmlab294/source.jpg,Which part of the body does this image belong to?,Abdomen
1784,xmlab294/source.jpg,What is the largest organ in the picture?,Small Bowel
1785,xmlab294/source.jpg,Does the picture contain liver?,No
1786,xmlab294/source.jpg,Does the picture contain kidney?,Yes
1787,xmlab294/source.jpg,Does the picture contain spleen?,No
1788,xmlab294/source.jpg,How many kidneys in this image?,2
1789,xmlab294/source.jpg,What is the rightmost organ in this image?,Small Bowel
1790,xmlab294/source.jpg,What is the organ on the top of the body in this image?,Small Bowel
1791,xmlab294/source.jpg,What is the scanning plane of this image?,Transverse  Plane
1792,xmlab295/source.jpg,Is this an MRI scan?,No
1793,xmlab295/source.jpg,Is this sagittal plane?,No
1794,xmlab295/source.jpg,Which part of the body does this image belong to?,Chest
1795,xmlab295/source.jpg,Which lobe is abnormal in this image?,Right
1796,xmlab295/source.jpg,What part of the lung is the nodule located in?,Upper Right Lung
1797,xmlab295/source.jpg,What organ system is primarily present in this image?,Chest
1798,xmlab295/source.jpg,Which organs appear in pairs?,Lung
1799,xmlab295/source.jpg,Is/Are there abnormalities in the patient's left lung?,No
1800,xmlab295/source.jpg,Is this image normal?,No
1801,xmlab295/source.jpg,Can nodule be observed on the lower left lung in this picture?,No
1802,xmlab295/source.jpg,What color is the lung in the picture?,Black
1803,xmlab295/source.jpg,How many organs are there in this image?,2
1804,xmlab295/source.jpg,What is the effect of the main organ in this picture?,Breathe
1805,xmlab295/source.jpg,How to prevent the occurrence of the disease on the upper right lobe of lung in this image?,"Quit smoking, enhance physical fitness"
1806,xmlab295/source.jpg,Which organs/organ in the picture belong to the circulatory system?,Heart
1807,xmlab296/source.jpg,Is this image taken via CT?,No
1808,xmlab296/source.jpg,Is this sagittal plane?,No
1809,xmlab296/source.jpg,Which part do the organs in this image locate from the aspect of the whole body?,Chest
1810,xmlab296/source.jpg,Where is the abnormality in this image?,Lower Left Lung
1811,xmlab296/source.jpg,Where is/are the mass located?,Lower Left Lung
1812,xmlab296/source.jpg,Is this a study of the pelvic cavity?,No
1813,xmlab296/source.jpg,What is the main organ in the image?,Lung
1814,xmlab296/source.jpg,Are there abnormalities in this image?,Yes
1815,xmlab296/source.jpg,What diseases are included in the picture?,Pulmonary Mass
1816,xmlab296/source.jpg,Can mass be observed on the lower right lung in this picture?,No
1817,xmlab296/source.jpg,What color does the left lung show in the picture?,Black
1818,xmlab296/source.jpg,How many existing heart in this image?,1
1819,xmlab296/source.jpg,What can the organ with black color in this image be used for?,Breathe
1820,xmlab296/source.jpg,How to treat the disease located on the left of lung in this image?,"Medical treatment, surgical treatment"
1821,xmlab296/source.jpg,Which organs/organ in the picture belong to the respiratory system?,Lung
1822,xmlab297/source.jpg,What modality is shown in this image?,X-Ray
1823,xmlab297/source.jpg,What is the scanning plane of this image?,Coronal Plane
1824,xmlab297/source.jpg,Do the organs in the image exist in the chest?,Yes
1825,xmlab297/source.jpg,Where is the abnormality in this image?,Heart
1826,xmlab297/source.jpg,Where is/are the cardiomegaly located?,Heart
1827,xmlab297/source.jpg,What organ system is pictured?,Chest
1828,xmlab297/source.jpg,What organ system is primarily present in this image?,Chest
1829,xmlab297/source.jpg,Is/Are there abnormalities in the patient's left lung?,No
1830,xmlab297/source.jpg,Is/Are there abnormalities in the patient's right lung?,No
1831,xmlab297/source.jpg,Can cardiomegaly be observed on the lower right lung in this picture?,No
1832,xmlab297/source.jpg,What color does the right lung show in the picture?,Black
1833,xmlab297/source.jpg,How many lungs are shown in this image?,2
1834,xmlab297/source.jpg,What is the function of the main organ in this picture?,Breathe
1835,xmlab297/source.jpg,How to prevent the occurrence of the disease on the center of this image?,"Live healthy, enhance physical fitness"
1836,xmlab297/source.jpg,Which organs/organ is part of the respiratory system in this image?,Lung
1837,xmlab298/source.jpg,What modality is used to take this image?,X-Ray
1838,xmlab298/source.jpg,Is this a transverse section?,No
1839,xmlab298/source.jpg,Which part of the human body is the organ located in the image?,Chest
1840,xmlab298/source.jpg,Where is the abnormality in this image?,Both Lung
1841,xmlab298/source.jpg,Where is the pneumothorax located in the lung?,Upper Left Lung
1842,xmlab298/source.jpg,What organ system is primarily present in this image?,Chest
1843,xmlab298/source.jpg,Which organ system is imaged?,Chest
1844,xmlab298/source.jpg,Is the lung healthy?,No
1845,xmlab298/source.jpg,Is this image normal?,No
1846,xmlab298/source.jpg,Can nodule be observed on the upper right lung in this picture?,Yes
1847,xmlab298/source.jpg,What color does the right lung show in the picture?,Black
1848,xmlab298/source.jpg,How many existing heart in this image?,1
1849,xmlab298/source.jpg,What is the effect of the main organ in this picture?,Breathe
